,author,content,title
0,حقمل,"
					    					     پرون د خوست ولايت د يعقوبيو په ولسوالى کې په يوه وسله واله نيښته
کې يو تن مړ او ٣ تنه ټپيان شوى دى .  پوليسو په دې هکله پلټنې پيل کړى دى . ويل کيږي دا نيښته د دوو وسله والو  ډلو ترمنځ  شوې ده .
د يو بل رپوټ له مخې دباک په سرحدي ولسوالى کې د يو ماين  د چاودنې له امله  د يوې کورنۍ دوه تنکى ځوانان مړه او دوه نور ټپيان شوى دى  . ټپيان  روغتون ته ليږدول شوى دى چې د يو حالت يې د اتديښنې وړ بلل شوى دى . ويل کيږي چې ماشومانو دغه زوړ ماين په ډبرو ويشتلى او وروسته چاودنه رامنځ ته شوې ده . ",په خوست کې وسله واله نيښته شوې ده .
1,حقمل,"
					    					    تيره شپه  د يوې نيمې بجې په شاو خوا کې د لوګر ولايت د چرخ په ولسوالى د سپکو او درندو وسلو وسل وال بريد شوى دى چې درى ساعته يې دوام کړى دى . د کورنيو چارو وزارت وياند ستانکزى دابريد منلى دى او وايې چې يو څه زيان د ولسوالى ودانى او د وسلو يوې زيرمې ته رسولى دى او څوک نه دى په کې وژل شوى .ده وويل چې عمليات په سيمه کې پيل شوى دي  . په لومړيو رپوټونو کې راغلي وو چې څلور تنه پوليس تري تم شوى دى ،خو اوس چارواکو ويلى دى چې دغه پوليس بيرته پيدا شوى دى . د عينى شاهدانو د خولې دولسوالى ودانۍ
او د وسلو يو لوى ديپو په بشپړه توګه په دغه بريد کى سوځول شو دى .
د يوبل خبر له مخې د پنجشنبې په شپه د تخار ولايت د فرخار په ولسوالى کې د وسلو په يو ديپو د يوې وسله والې ډلې غلو له خوا بريد شوى دى
او يو زيات شمير وسلى يې له دغه ديپو څخه له ځان سره وړي دي . چارواکو دوه کسان په دې تور نيولى دى . ",د لوګر دچرخ په ولسوالى يو وسله وال بريد شوى دى
2,شېر ساپی - انګلستان,"
شېر ساپی
د جنرال رحمت الله ساپي  لنډه پیژندنه 
 
په زياته خواشينۍ مو خبر تر لاسه کړ  چې خداي بخښلي رحمت الله ساپی دهغه ناروغۍ له کبله چې ور پېښه وه له خپل پلارنی هيواد نه ليري  دمهاجرت  او پردېسۍ  پر بستر په انگليستان کي  اجل ته لبيک ووايه  .
ارواښاد د ( ۷۵ ) کالو په عمر دجمعی ورځ  د  نوامبر په ۲۴  نیټه  په لندن کې خاورو ته وسپارل شو .  
 
روح دې ښاد وي
غم یو داسی نعمت دی چې قیمت نلری
لنډه پیژندنه  
 
ارواښاد  «  ساپی »  سربیره پر  پوځي او مسلکي شخصیت ، ملي  ، اسلامي او دموکرات شخصیت هم و.
 « جنرال رحمت الله ساپی د شهید محمد غوث خان زوی دتګاب متولد ، دحربی ښوونځی اوبیا پیاده مسلک دحربی  پوهنتون نه د دوهم برید من په رتبه فارغ .
عالی تحصیلات : شوروی ، امریکا ، انګلستان دغرنیواوپاشوټی کوماندو قواووبنیان ګذاراو قوماندان و.
دمحمد داود خان په کودتا کې زاندانی بیا فراری او انګلستان ته مهاجر ، په څلورو ولایاتو ( کنړ، ننګرهار، پکتیا ، پکتیکا ) کې دملی اسلامی محاذ عمومی جهادی قوماندان دمجاهدینو دفرقې اوتعلیمی غنډ قوماندان ، وروسته بیا دقوماندانانو د سرتاسری شورا دعالی کمیسیون غړی ، دجهاد په ګټه نظامی او سیاسی موثر فعالیت و .....
 (۱)د نجیب له سقوط نه وروسته دمصالحې هیئت ، د ربانی په اداره کې درې وظیفې د دولت وزیر ، د فاع وزارت معاون ، د دیسا نټ قول اردو قوماندان د اعتراض په شکل ترک او دجنګ دخاتمې اوپه هیواد کې دسولي او امنیت د تأ مین په خاطر سیا سی مبارزه » 
د طالبانو په هکله  لیکي : ""  تر اوسه لا سیاست ته ځان مجبور نه ګڼی ، خو کله که مجبور شول ، هغه به ناوخته وی ، ما څوڅو واره ورته په جدی توګه یاده کړې چې دکابل دروازه په یوازې او یوازې په سیاست خلاصیږی  ""    
 
(۲) بیا وایی :"" قادراوتوانا خدایه ! وطن مو بیا وطن کړې ، چې له وطنوالو سره خپل وطن ته ولاړشو 
 
 ( ۳) خدای بخښلي ستر جنرال سا پي په خپل هیواد،  پښتو او پښتونولۍ مین ؤ. په پښتو ژبه يې ارزښتناک کتابونه لیکلي او دپښتو ژبي خدمت ته يې ملا تړلې وه.
 
(۴ )دده په اثارو کي تر ټولو غوره « مسعود وپــیژنئ ؟»  او « د قدرت نمونې »  دي چې ډیر پټ رازونه پکې څرګند شوي دي چي لوستل یې ګټو ر دي   
هغه دیو رئالیست لیکوال په توګه  ، دافغان ولس او خاوري ددښمنانو په مقابل کي بي رحمانه او بې امانه قلم وچلاوه . نه ستړۍ او نه هم دزمان دواکدارانوڅخه وډار شو .
ارواښاد جنرال رحمت الله ساپی هغه افغان سرباز و چې راتلونکي نسلونه به يي په کارنامواو  ميړانه وياړي .
(۵ )  ارواښاد یو ځوی  او دوهي  لوڼې لري  .       ــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــ
۱ ــ  افغانستان  څنګه تباه شو ( لیکوال رحمت الله ساپی ، ص.۱۷۷ ) .
۲ ــ  و ۳ ــ  همغه اثر سریزه ، ص . ب
۴ ــ  ښاغلی ډاکټر کبیر ستوري  دخواخوږۍ  پیغام
۵ ــ ښاغلی حبیب الله غمخور د غمشریکۍ پیغام
 
  ",د جنرال رحمت الله ساپي  لنډه پیژندنه 
3,,"
د پوهاند صديق ا لله رښتين د اوم تلين په مناسبت د سلام فرهنګي ټولني ياد ليکهغه اولسونه چي خپل وياړ پالي ، په حقيقت کي د خپل ژوند پايښت تضمينوي ، د همدې امله د پر مختللو هيوادونو د کلتوري چارو اړوندانو ته د يوې بنسټيزي دندي په توګه د خپلو اولسونود وياړونو نمانځنه ټاکل شويده . هغه شمير وياړونه چي د سيمه ايزي کچي هيوادنۍ او ملي کچي ته لوړ شي بيا يې د نمانځلو او لا ځلولو دنده د اولس په استازيتوب د دولتي او حکومتي کلتوري چارواکو دنده ګرځي ، د هيواد نامتو پوه ، د هيواد د پوهي پر اسمان وتلۍ ستورۍ خدای بخښلې پوهاند صديق ا لله رښتين زموږ د داولسونو سپيڅلۍ خدمتګار اوزموږ هيوادوالو ته يو منلۍ ملي وياړ دۍ . زموږ باور دادۍ چي د اوسني دولت او په ځانګړي توګه د هيواد د کلتوري چارواکو دنده ده چي د استاد پوهاند رښتين درنښت او نمانځنه په پر له پسې توګه د خپلي نه هيريدونکي چاري په څير په پام کي ولري ، له بده مرغه د تيرو اوو کالونو په ترځ ، او په خاصه بيا د تيرو څلورو کالونو راوروسته يوځل هم د هيواد د هغه ستر استاد او د هيواد د پوهي پر اسمان د وتلي ستوري ، ياد په ملي کچه نه دي شوۍ . چي دا بي پروايې د هيوادوالو لپاره د ژور خفګان سبب ګرځي . ښايې د کلتوري چارو يوشمير چارواکي به د هوسونو په لومه کي راګير وي او يوشمير به د پټي موخي پر بنسټ نه غواړي چي زمودږ د هيواد وياړونه تلپاتي او لا وځليږي ، هرلا ميل چي وي ، هغه به وي خو اولس ځير دۍ او هر څوک د هغه د رښتيني اعمالو پر بنسټ ارزوي .سلام فرهنګي ټولنه په داسي حال کي چي د خدای بخښلی پوهاند صديق ا لله رښتين د غمجن تلين داوومي کاليزي له امله د هغه استاد کورنۍ ، دوستانو ، شاګردانو او پلويانو ته د غمرازۍ مراتب وړاندي کوي ، او باور لري چي د هيواد منلي وياړونه او له هغو نه د پوهاند رښتين ياد به د اولسونو پر زړونو همېشنۍ وي .پريږدۍ چي د يوشمير نورو په څير دا اوسني درباريان هم خپله ريښه په تيشه ووهي .
د سلام فرهنګي ټولني د مشر تابه په استازيتوب پوهنوال رسول باوريهلند _ اسن ؛ ٢٠٠٥/ ١١/٢٥  ",دريغ او درد (  د سلام فرهنګي ټولني ياد ليک) 
4,,"
",
5,,"
",
6,,"
",
7,,"
",
8,نذير احمد سهار,"
					    					     د پاكستان سينمايي لوپغاړو د دغه هېواد په سيالكوټ نومې سيمه كې د كشمير له زلزله ځپلو سره د مرستې په خاطر د چندې ټولولو كچكولونه په غاړه كې واچول. د خبري سرچينو د خبر په وينا، لوبغاړو د چندې په ترڅ كې 12 لكه كلدارې راغونډې كړې او غواړي په دې پيسو سره يو نوى سوداګريز فلم جوړ او ګټه وټه يې پر زلزله ځپلو كسانو ووېشي. د مرستې ټولولو په دغه بهير كې سينمايي لوبغاړو هم خپل جيبونه ټكولي، ريشم 50 زره او شان سل زره كلدارې مرسته كړېده. د پاكستان د پروډيوسرانو د ټولنې مرستيال مشرجمشيد ظفر ويلي ريشم د پنځو لكو نورو روپيو ژمنه هم كړېده.  ",له زلزله ځپلو سره د پاكستاني هنرمندانو مرسته
9, نذيراحمد سهار,"
					    					     نذيراحمد سهار پښتو فلم تر نيمې پېړۍ زيات عمر تېر كړ، خو ځان يې ددې جوګه نه كړ، چې له سيمه ييزو او يا لږ تر لږه له پښتو ډرامو سره ځان سيال كړاى شي. پښتو فلم له پيل نه تر ننه په تقليد، كليشه او انحصار كې پاتې شوى، دغه تقليد ، كليشې او انحصار پښتو فلم د مرګ كندې ته نږدې كړى دى.  په اوسمهالي پېر كې د پښتو فلمونو دغه ناكامه بهير او د فلم جوړوونكو بې غوري د پښتو فلم پر مرګ تمامېدلى شي. څو ګوته په شمېر پخوانيو فلمونو وكړاى شول لږ تر لږه پښتني ټولنې او كورنيو ته ځانونه ورسوي، خو وروستيو هغو يې پښتو او پښتون د شرم په څلي ودرول.  په افغانستان كې د پښتو فلم په برخه كې ددولت او افغان فلم بې غوري د پښتو فلم د ودې لاره ډب كړېده، پر تلويزيون د هندي فلمونه غږيزه ژباړه پر ژبه او اصلي اثر له ملنډو پرته بله هيڅ مانا نه لري، دغه ژباړه، چې نن سبا په افغانستان كې دود ده، نه يوازې دا،چې د نندارچيانو پر روحياتو بده اغيزه پرېباسي، بلكې د فلم اصلي منځپانګه هم تر ګواښ لاندې راولي.  كه لږ پښتو فلم او پښتو انځوريزې ډرامې ته ځير شو، پښتو ډرامه به تر فلم غښتلې او مخ پر وده ووينو. سړي ته دا پوښتنه راولاړيږي،چې ډرامه ولې تر فلم مخكې مخ پر لوړ روانه ده، په داسې حال كې، چې فلم مو له څېلمې مخ پر ځوړ ځي؟  زما په اند د ډرامې سستماتيك پرمختګ څو لاملونه لرلاى شي:  پښتو ډرامه د فلم په پرتله ازاده نه ده، ډرامه په لره پښتونخوا كې تر ډېره د دولت په واك كې پاتې شوېده، دولتي او تلويزيوني انحصار پښتو ډرامې ته يو ځانګړى قالب ور كړ او دغه قالب تر كورونو او كورنيو ورسېد. د ډرامې په برخه كې د دولتي كړيو او تلويزيون مستقيمه پاملرنه ددې لامل شوه، چې پښتو ډرامه د اردو ډرامې سياله او يا لږ تر لږه همغاړې و اوسي.  د فلم په برخه كې پاكستان تر افغانستان بتر برېښي، هلته د فلم او سينما برخليك د ډېرو بدو او ككړو خلكو په لاس كې دى، هغوى د فلم تر هنريت وړاندې د فلم پر بازار او ماركېټ سوچ كوي، څومره،چې اردو فلم په بد حالت كې واقع دى، پښتو فلم يې هم په همغه برخليك اخته دى. ډرامه كه پښتو ده او كه اردو زياتره د تلويزيوني شبكو له خوا جوړيږي او هغوى تر ماركېټ زيات پر هنر ډډه كوي. كله، چې سينما په خپله اصلي او حقيقي بڼه و كارول شي هنر بيا خپل اصالت او هنريت جوتولى شي. پښتو ډرامې د اردو هغې په څېر خپل ارزښت او هنريت ساتلى او دغه بهير تر ننه خوندي پاتې شوى. په دې وروستيو كې د شخصي كمپنيو او سټوډيوګانو له خوا د طنزيه ډرامو او دوبلې چارو پښتو ډرامه هم له ګواښ سره مخ كړېده، خو د فلم په پرتله يې حالت ښه بللاى شو.  پښتو ډرامه خپل مقام او لارښودي بهير ته په پاملرنې سره د ښو ليكوالو او لارښوديو لاس ته پرېوتې ده. د ډرامې ليكوال د ټولنې منځ ته ننوځي او تر ټولنيزو او ډراماتيكو قالبونو پښه نه اړوي. لارښودي Directors او لوبغاړي يې تر ځانګړې روزنې لاندې كار كوي او هڅه كوي پښتو ډرامې ته په شعوري توګه وده وركړي، دغه شعور دځينو فلمونو په ليكوالو او لوبغاړو كې ډېر لږ او يا بيخي نه تر سترګو كيږي.  فلم زياتره له پنجاب نه راځي او پنجاب له پښتون شعور او پښتون كلچر سره غاړه نه وړي او نه هم د پښتون د احساساتو او ټولنيزو دودونو درك كولاى شي. كله، چې فلمي كمپنۍ پردۍ وي، چمتووال Producer پردى وي او ليكوال يې غيرمسلكي او پر تقليدي يا فرمايشي چارو بوخت وي، دغسې فلم به په كومو ښېګړو او معيارونو برياليتوب مومي، ښكاره ده، چې تر څلورو پنځو سينماوو به منحصر پاتې كيږي او نندارچيان به يې هم د ټولنې يوه ټيټ ذوقې طبقه وي.  له بده مرغه د پېښوريو فلمونو اغيز او ورته سوژه ټاكنه په ننګرهاريو فلمونو كې هم تر سترګو كيږي، د كركټرونو ډيالوګونه، د فلمونو سرليكونه، پوسټرونه او نور توكي ټول تقليد او كليشه ده. تاسې وواياست يو فلم، چې په اته يا لس لكه افغانيو جوړيږي، كيفيت به يې څه وي؟ په داسې حال كې، چې لوبغاړي او لارښودي يې هم ټول اماتور او له كلي كوڅې راغونډ شوي وي. لږ تر لږه كه ښه سوژه، ښه لارښود او لوبغاړي ولري، بيا به هم تر يوه بريده د فلم چوكاټ ته ولويږي، خو كه داهم نه وي، نو تر هغې، خو يې نه جوړول ښه دي!! اوس پوښتنه داده، چې څنګه د فلم مخه ماته كړو او د خلكو ذوقونو او غوښتنو ته ځواب ووايو؟  تر هرڅه د مخه د نندارچيانو د ذوقونو بدلون او لوړتيا په كار ده. موږ په دې نيمه پېړۍ كې پر دې بريالي نه شوو، چې په خپلو پښتو فلمونو سره لوړ ذوقونه خړوب او ټيټ هغه راسره لوړ كړو، پكار ده كاري پلان او تګلاره بدله كړو.  دغه كار په څو لارو تر سره كېدلاى شي: • دوبله او ژباړه (Dubing & translation ) دوبله او ژباړه د هنر دوه هغه څانګې دي، چې د تاريخ په اوږدو كې له مثبتو او منفي دواړو غبرګونونو سره مخ شويدي. يو وخت ژباړه د اصلي اثر د مسخ كولو په مفهوم كارول كېده، ژباړن او ژباړه د اصلي ليكوال او اصلي اثر تباهي بلل كېده، خو وروسته د پوهې او ټكنالوژۍ په پرمختګ سره دغه الواك تغيير وموند او ژباړې او ژباړن يو ځانګړى مقام ورخپل كړ. په سينمايي نړۍ كې د فلمونو دوبلې د ژباړې څېره ورخپله كړه، په دې مانا، څومره، چې په پيل كې ژباړه ځپل شوې او ټكول شوې وه، دوبله هم په همغه برخليك اخته شوه، خو كله، يې،چې د هنر د يوې اغيزناكې څانګې په توګه ځان جوت كړ، اغيز او رغنده توب يې هم جوت شو.  دوبله نږدې اويا كاله وړاندې د اسياپه لويه وچه كې دود شوه، دغه كار دومره چټك شو، چې په ډېر لږ وخت كې يې د كلونو كلونو مزلونه ووهل. ددوبلې دغه پرمختګ له نيوكو سره مل و، ډېريو كره كتونكو دوبله د اصلي نښيرونو جعلي بڼه بلله ، هغوى استدلال كاوه، چې دوبله په هيڅ صورت هم خپله اصلي بڼه نشي ساتلاى. د نړۍ په ډېرى هېوادونو كې دوبله دود نه ده، خو هغوى د فلم په ښكتنۍ برخه كې د كركټرونو او پېښو ژباړه راوړي. دغه ژباړه كه له يوې خوا له ليدونكو سره د فلم په پوهېدا كې مرسته كوي، بل خوا د ليدونكو ټول حواس پر ژباړه او د توريو پر تشخيص بوختوي. كله، چې د انسان حواس پر توريو او ټكيو راغونډيږي، حتمي ده، چې تصوير او فلم به د ليدونكو په وړاندې خپل رښتينى رسالت او ارزښت له لاسه وركوي. په دوبله كې د ژباړونكو كمزوري د فلم اصلي منځپانګې ته وژونكې ضربه رسوي. د جملو ناسم اوډون او د اصطلاحاتو هوبه هو ژباړه د دوبلې او دوبله والو ټولې خوارۍ په اوبو لاهو كوي.  د اصلي اثر امانت: په دوبله كې د اصلي اثر امانت او خونديتوب تر ډېره بريده ناشونى برېښي، دغه ناشونتيا په دوبله شويو فلمونو كې ترا تر سترګو كيږي، كولاى شئ خداګواه او نورو پښتو دوبله شويو فلمونو ته مراجعه وكړئ. په هرحال موږ كه چېرې يو بهرنى فلم پښتو ته ژباړو، ټولنې، دين، مذهب او دودونو ته په پاملرنې سره اړيو د ځينو صحنو په دوبله كې ګوتوهنه او تصرف وكړو او دغه تصرف بيا په خپل وار سره اصلي اثر تر پوښتنې لاندې راولي. زموږ ټولنيز دودونه او ديني ارونه د فلمونو روغه دوبله نشي زغملى، دوبله كوونكي اړ دي، دغو ارونو او دودونو ته په پاملرنې سره د فلمونو ځينې برخې لرې يا په بله بڼه و ژباړي. په فلم كې بېخونده ژباړه ، د ناسمو غږونو غوراوى، بېځايه سكته ګي، د صحنو بېځايه غوڅول، د شاځمكې (Back ground ) د غږ نشتوالى يا دمتن د موسيقۍ پرې كول فلم او دوبلې ته ستر زيان اړوي.  غږ او د احساساتو درك:  د اصلي كركټر له غږ سره د دوبله كوونكي د غږ ناسمي ليدونكي له دوبلې بېزاره كوي. دوبله كوونكى بايد د اصلي كركټر په كردار، حركاتو او احساساتو كې ډوب او په يوه داسې حالت كې واقع واوسي، چې ليدونكي يې د اصلي كركټر په توګه وپېژني. الن دلن، مشهور فرانسوى هنرمند وايي: "" ډېرى فلمي ادارې ددوبلې پر ارزښت نه پوهيږي او يو فلم په يوه ورځ دوبله كوي، په داسې حال كې، چې دوبلران د فلم د اصلي كركټرونو پېژندنې او د هغوى د احساساتو او رواني حالاتو درك ته اړتيا لري او كه دغه احساسات درك نه كړاى شي، دوبله به د فلم ماهيت ونه ساتلاى شي"". روغ ډيالوګ: د فلم ډيالوګ ليكنه او بيا د ډيالوګونو پرله غښتې او له ګونګتيا پرته دوبله د دوبلې په برياليتوب كې ستر رول لوبوي. كله، چې يو څوك ډيالوګ ليكي، يا يې ژباړي، بشپړ وخت او پر اصلي اثر پرله پسې كار ته اړتيا لري او كه بيړه پرې وشي ښايي ډېرې ګونګې او سختې صحنې له څېلمې حذف يا بدلې كړي، دغه كار ددې لامل ګرځي، چې د فلم او نندارچي ترمنځ ټينګېدونكي اړيكي بېرته له منځه لاړ شي.  دوبله په حقيقت كې د هنرمندۍ يوه څانګه ده، دوبلران بايد په خپل وجود كې د هنرځانګړنه و پالي، دوبلران بايد دا وړتيا ولري، چې د اصلي كركټر په حس او حالاتو كې ډوب شي، غم او خوښۍ درك كړاى شي او ډيالوګ يې له اصلي حالتونو سره توپير ونه كړي.  پښتو اوسنۍ دوبله:  ګلان و ځنډېدل، خداګواه او ځينې نورو فلمونو د دوبلاژ په برخه كې نړيوال دود معيارونه تر ډېره بريده خوندي ساتلي، خو اوسمهالو دوبله ييزو چارو نه يوازې دا،چې دغه بهير له ګواښ سره مخ كړى، بلكې د دوبلې د اصولو د مسخ كولو يوه شعوري هڅه هم ده. دسكسي فلمونو، دمسټربين او ځينو هندي لوبغاړو پېښورۍ دوبله ددغه كار روښانه بېلګې دي. دا او دې ته ورته نورې دوبلې د كيفيت او كميت له مخې د دوبلې په اډانه كې نه راځي، ځكه په دغو پوچو دوبلو كې نه يوازې دا،چې د لوبغاړو پر شخصيتونو ملنډې وهل كيږي، بلكې د يوه شرير سياسي غرض له مخې پر ولسونو او فرهنګونو هم د ملنډو هڅه كوي.  موږ كولاى شو، لومړى هغه معياري فلمونه پښتو ته دوبله كړو، چې له پښتون تاريخ او پښتون كولتور سره تړاو مومي. خداګواه ( دوبله) ددغو فلمونو غوره بېلګه ده، دغسې فلمونه كه موږ پښتو ته دوبله كوو ،نندارچيان مو د پښتو فلم د ليدو احساس كوي او دغه احساس يې د يوه لوړ او هنري خوځښت ترڅنګ ذوق ته هم بدلون وركولاى شي. په دوهم ګام كې موږ هغه فلمونه دوبله كولاى شو، چې تاريخ او لوړ رومانتيك داستانونه بيانوي. تاريخ او رومانس د فلمونو اړينه برخه ده او دغه برخه كولاى شي د نندارچيانو شعور او زړه راښكون روښانه وساتي. د نړۍ د شهكارو فلمونو دوبله به تر ډېره بريده د پښتو سينما د نندارچيانو او سينمايي لوبغاړو تګلوريو ته بدلون وركړي.  • سكالو ( Subject) سكالو او سوژه ټاكنه د هر هنري ژانر او اثر بنسټ جوړوي، كله، چې بنسټ اوم او بېخونده وي، هرڅه ورسره شړيږي. پښتو فلم دسكالو له مخې يوه تكراري بڼه ورخپله كړې او تل په يوه دايروي چوكاټ كې پرمخ ځي، دايروي چوكاټ پيل او پاى دواړه لري، چې د اوج ټكى يې بېرته پيل ته راځي او پيل يې بېرته له صفره پيلوي، ترڅو، چې د پرمختګ دغه بڼه بدله نشي تر هغو به يې وده هم ناشونې وي.  كه چېرې موږ د ټولنې منځ ته ننوځو، په سلګونو داسې بكرې سكالووې به ومومو، چې د فلم او ډرامې لپاره به يوه شهكاري بڼه ورخپلوي. پښتو فلم له پيله تر ننه په تكرار، كليشه او مضخرفو څيزونو كې راښكيل دى، قلم او كلاشينكوف، انتقام، د سپي لكۍ، ملنګانو سره مه چيړه....هغه فلمي سرليكونه دي، چې باذوقه مينه وال يې پر ليدو د شرم احساس كوي.  • ليكوال (Writer ): يو ښه ليكوال او ښه سناريېست د يوه ښه فلم او ښه داستان ضمانت وركوي. كله، چې ليكوال او سناريېست اماتور او له خپلې ټولنې نه بې خبره وي، له هغه نه به څنګه د يوه ښه تخليقي اثر تمه وكړو. وايي:"" په كلي كې دوه پك وو، هغه هم سره ورك وو""، يو څو ګوته په شمېر ليكوالان مو لرل، هغه هم د سياسي ، ټولنيزو او خپلمنځي ستونزو له امله يا ورك شول او يا په يوه داسې دريځ كې پاتې شول، چې نه مرګ ، نه ژوندون!! د پښتو فلم د ودې او پرمخيون لپاره تر ټولو بنسټيزه چاره داده، چې په ليكنيو ډلو كې يې سپېڅوب ( تصفيه) وشي، هر كس د ليكوالۍ او كيسه ييزو چوكاټونو وړتيا نشي لرلى، په كارده ليكوال ليكوالۍ او ډاكټر ډاكټرۍ ته پرېږدو، په يوه لاس كې به دوه هندواڼې نه اخلو. • چمتووال (Producer ): چمتووال د فلم او فلمي كمپنۍ د مشرتابه او تمويل سرچينه ده، څومره ، چې چمتووال ( پروډيوسر) غښتلى، باجرئته او د لوړ ذوق خاوند وي، په همغه كچه به يې فلم هم هنري وي. پښتو فلم په اوسمهالي پېر كې د پښتون چمتووال پر ځاى د نورو هغو په لاس كې دى او نور كله هم خپلې ګټې تر نورو هغو نشي ځارولى. كله، چې پروډيوس او چمتووالي زموږ پر غاړه شوه، لارښود ، لوبغاړي، او ليكوالان به هم زموږ وي او كه داسې نه وي ، "" همغه خرك، همغه درك"". • لارښود(Director ) : ډايركټر د فلمي كمپنيو د ملا د تير حيثيت لري، د فلم كيسه، ډيالوګ، غږبندي، فلم اخستنه، فلمبندي، د سيمو او صحنو وېش او جوړاوى، رڼا، زاويې، ليدلوري، ډيكور، د لوبغاړو څار، د فني او تخنيكي ډلې لارښوونه، مونتاژ، توليد هرڅه د هغه تر نېغې لارښوونې لاندې تر سره كيږي. ډايركټ او لارښوونه د هرچا د وس خبره نه ده، ډايركټر بايد د يوه نه قانع كېدونكي شخص دنده پر مخ بوځي، په دې مانا، چې په يوځلي شوټنګ او ... بسنه ونه كړي، تكرار يې كړي او د تكرار په بهير كې د ښه او بد تشخيص او انتخاب وكړاى شي.  موږ په خپلو سينمايي چارو كې ډېر لږ مسلكي لارښودي لرو، نور هغه يې يا په شوق او يا هم له نورو سره د سيالۍ په توګه رامنځته شوي، چې نه مسلكي زده كړه لري او نه يې هم په دې څانګه كې روزنه او تجربه موندلې ده. • لوبغاړي (Actors) : په كيسه يا فلم كې د لوبغاړو ټاكنه ، د غږ څرنګوالى، عمر او نور اړين توكي د سناريېست دنده ده. هر كس نشي كولاى په هر رول كې واچوو. د كيسې څرنګوالي ته په پاملرنې سره ليكوال له سوژې او د سوژې يا داستان د اتلانو او كركټرونو له غوښتنې سره سم لوبغاړي ټاكي او هغوى ته د خپلو رولونو د پېژندنې او درك سپارښتنه كوي. ښه لوبغاړي په خپل ټاكلي رول كې ننوځي، د احساساتو او عواطفو درك كوي او يوه ريالسټيكه او رښتينې بڼه ورخپلوي. څومره، چې لوبغاړي په خپل رول كې د رياضت او درك څښتنان و اوسي په همغه كچه يې د برياليتوب لارې هم پرانستل كيږي. د لوبغاړو فني او مسلكي روزنه ، څېرې ، حركات او كوميډي او تراژيدي ژستونه او حالتونه د هغوى په رول ټاكنه كې غوره او رغنده رول لوبوي. • اسانتياوې (Facilities) : پورتني توكي مو كه په پام كې ونيول ، اسانتياوې ، امكانات او لګښتونه په خپله برابريږي. داسمه ده،چې په اوسمهالي پېر كې زموږ تر ټولو ستره ستونزه مالي لګښتونه، امكانات او د كار پوهو ممثلانو نشتي ده، خو كه موږ پورتني اړونه په پام كې ونيسو، په ډېرو لږو امكاناتو سره كولاى شو، يوښه فلم توليد كړو. افغان فلم سره له دې، چې يوڅه امكانات او او اسانتياوې هم لري، خو د نورو اړونو د نشتوالي يا ضعف له امله يې تله سپكه برېښي. د امكاناتو او د ممثلانو د روزنې په برخه كې كولاى شو خپل اړيكي له دولتي كړيو را وباسو او يوه ملي او نړيواله بڼه وركړو.  پښتانه نندارچيان: ډېرى فلم جوړوونكي سر ټكوي، چې پښتانه سينما او سينماوالو ته په ښه سترګه نه ګوري او دغه كار ددوى د فلمونو د پرمختګ مخه ډب كوي! دا سمه ده، چې پښتانه ،سينما او سينماوال ښه نه بولي، خو دابايد ومنو، چې پښتون ولس پرهنر عقيده لري او كه چېرې دغه ګروهه او عقيده ورسره نه واى نود پښتو موسيقۍاو هنر جنازه به مو لا دوخته پورته كړې واى. پښتانه به په كومو سترګو هغه فلمونه ګوري، چې په هغو كې د پښتون قوم سپكاوى كيږي، هغه فلمونه به څنګه پښتنو كورنيو ته ورسيږي ، چې پښتنې خويندې پكې ګډول كيږي. پښتو( پېښوري – ننګرهاري) فلمونه كه سر تر پايه وګورې، پر ځان له ملنډو پرته به هيڅ پكې ونه مومې.  څه كولاى شو ؟ پورتنيو يادونو ته په پاملرنې سره كولاى شو، د خپل سينمايي بهير لاره بدله كړو او د تګلارو د بدلون، ليكنۍ ژباړې او دوبلې له لارې يې په سستماتيكه توګه د ودې لاره پرانېزو.  زما په اند په اوسمهالي پېر كې تر ټولو غوره لاره داده، چې په پيل كې د بهرنيو فلمونو پښتو ليكنۍ ژباړې او دوبلې ته مخه كړو، په دې توګه به موږ وكړاى شو د خپلو نندارچيانو ذوقونه بدل كړو او په تدريج سره پښتو فلم ته يوه نوې بڼه وركړو، چې هم معيار راخپل كړو او هم پښتانه ذوقونه خړوب كړاى شو.   ",پښتو فلم،ډرامه او اوسنۍ دوبله
